IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT
6032529,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,643.14 "
6032541,CERV FLEXIBLE NON-ADJUSTABLE,Supply/Implant,$190.59 
6032544,SUPPLY IMPLANT,Supply/Implant,"$1,612.80 "
6032549,STERILE SUPPLY,Supply/Implant,$210.94 
6032554,SUPPLY IMPLANT,Supply/Implant,"$2,232.83 "
6032556,STERILE SUPPLY,Supply/Implant,$217.47 
6032561,SUPPLY IMPLANT,Supply/Implant,"$1,132.80 "
6032563,STERILE SUPPLY,Supply/Implant,$962.30 
6032568,SUPPLY IMPLANT,Supply/Implant,"$1,931.01 "
6032569,STERILE SUPPLY,Supply/Implant,$252.42 
6032571,SUPPLY IMPLANT,Supply/Implant,"$2,048.00 "
6032572,STERILE SUPPLY,Supply/Implant,$148.48 
6032574,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$315.01 
6032579,STERILE SUPPLY,Supply/Implant,$824.06 
6032582,STERILE SUPPLY,Supply/Implant,$499.07 
6032583,SUPPLY IMPLANT,Supply/Implant,"$1,032.32 "
6032587,SUPPLY IMPLANT,Supply/Implant,"$2,151.68 "
6032592,STERILE SUPPLY,Supply/Implant,$203.19 
6032593,GENERAL SUPPLY,Supply/Implant,$254.34 
6032596,SUPPLY IMPLANT,Supply/Implant,$153.60 
6032597,SUPPLY IMPLANT,Supply/Implant,"$4,160.00 "
6032598,STERILE SUPPLY,Supply/Implant,$199.26 
6032600,STERILE SUPPLY,Supply/Implant,$130.05 
6032603,SUPPLY IMPLANT,Supply/Implant,"$2,240.00 "
6032604,STERILE SUPPLY,Supply/Implant,$380.16 
6032608,SUPPLY IMPLANT,Supply/Implant,"$1,809.79 "
6032611,SUPPLY IMPLANT,Supply/Implant,$489.09 
6032616,SUPPLY IMPLANT,Supply/Implant,"$6,921.60 "
6032617,SUPPLY IMPLANT,Supply/Implant,"$1,210.11 "
6032620,SUPPLY IMPLANT,Supply/Implant,$836.48 
6032624,SUPPLY IMPLANT,Supply/Implant,$134.40 
6032626,SUPPLY IMPLANT,Supply/Implant,"$1,209.60 "
6032633,SUPPLY IMPLANT,Supply/Implant,$440.83 
6032635,SUPPLY IMPLANT,Supply/Implant,$780.80 
6032636,SUPPLY IMPLANT,Supply/Implant,$166.40 
6032641,SUPPLY IMPLANT,Supply/Implant,"$1,795.20 "
6032644,GUIDE WIRE,Supply/Implant,"$2,841.60 "
6032646,SUPPLY IMPLANT,Supply/Implant,"$1,161.60 "
6032647,SUPPLY IMPLANT,Supply/Implant,"$1,132.80 "
6032652,SUPPLY IMPLANT,Supply/Implant,$165.76 
6032658,STERILE SUPPLY,Supply/Implant,$636.80 
6032659,STERILE SUPPLY,Supply/Implant,$414.98 
6032661,SUPPLY IMPLANT,Supply/Implant,"$1,363.58 "
6032662,SUPPLY IMPLANT,Supply/Implant,"$1,074.69 "
6032665,SUPPLY IMPLANT,Supply/Implant,"$1,536.00 "
6032667,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,107.20 "
6032669,STERILE SUPPLY,Supply/Implant,$221.25 
6032675,SUPPLY IMPLANT,Supply/Implant,"$1,667.71 "
6032676,SUPPLY IMPLANT,Supply/Implant,"$1,792.00 "
6032677,SUPPLY IMPLANT,Supply/Implant,"$1,792.00 "
6032678,SUPPLY IMPLANT,Supply/Implant,"$1,792.00 "
6032679,STERILE SUPPLY,Supply/Implant,$330.75 
6032680,SUPPLY IMPLANT,Supply/Implant,"$1,074.69 "
6032683,GUIDE WIRE,Supply/Implant,"$1,267.20 "
6032688,SUPPLY IMPLANT,Supply/Implant,"$4,825.60 "
6032690,SUPPLY IMPLANT,Supply/Implant,"$1,612.80 "
6032692,SUPPLY IMPLANT,Supply/Implant,"$1,886.72 "
6032693,SUPPLY IMPLANT,Supply/Implant,$320.00 
6032695,STERILE SUPPLY,Supply/Implant,$297.42 
6032696,SUPPLY IMPLANT,Supply/Implant,$445.18 
6032697,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,560.00 "
6032699,SUPPLY IMPLANT,Supply/Implant,$633.47 
6032704,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,560.00 "
6032706,STERILE SUPPLY,Supply/Implant,$215.81 
6032707,STERILE SUPPLY,Supply/Implant,$224.00 
6032713,SUPPLY IMPLANT,Supply/Implant,$713.60 
6032717,SUPPLY IMPLANT,Supply/Implant,$391.68 
6032719,STERILE SUPPLY,Supply/Implant,"$4,088.90 "
6032720,SUPPLY IMPLANT,Supply/Implant,"$5,437.44 "
6032721,SUPPLY IMPLANT,Supply/Implant,$426.75 
6032722,STERILE SUPPLY,Supply/Implant,"$1,774.08 "
6032726,SUPPLY IMPLANT,Supply/Implant,"$2,176.00 "
6032729,SUPPLY IMPLANT,Supply/Implant,"$6,514.43 "
6032733,STERILE SUPPLY,Supply/Implant,$200.32 
6032737,STERILE SUPPLY,Supply/Implant,$195.84 
6032743,SUPPLY IMPLANT,Supply/Implant,$815.81 
6032744,SUPPLY IMPLANT,Supply/Implant,$524.54 
6032745,STERILE SUPPLY,Supply/Implant,$249.60 
6032753,SUPPLY IMPLANT,Supply/Implant,$512.00 
6032754,SUPPLY IMPLANT,Supply/Implant,"$1,167.36 "
6032761,SUPPLY IMPLANT,Supply/Implant,"$1,382.40 "
6032763,SUPPLY IMPLANT,Supply/Implant,"$1,237.34 "
6032764,SUPPLY IMPLANT,Supply/Implant,"$1,105.92 "
6032766,SUPPLY IMPLANT,Supply/Implant,"$2,188.80 "
6032767,STERILE SUPPLY,Supply/Implant,$435.20 
6032770,STERILE SUPPLY,Supply/Implant,"$3,915.52 "
6032772,SUPPLY IMPLANT,Supply/Implant,$398.08 
6032775,STERILE SUPPLY,Supply/Implant,$514.18 
6032776,STERILE SUPPLY,Supply/Implant,$830.98 
6032778,SUPPLY IMPLANT,Supply/Implant,$268.80 
6032780,SUPPLY IMPLANT,Supply/Implant,"$6,080.00 "
6032781,SUPPLY IMPLANT,Supply/Implant,"$6,080.00 "
6032783,SUPPLY IMPLANT,Supply/Implant,"$1,032.32 "
6032790,STERILE SUPPLY,Supply/Implant,$274.94 
6032798,SUPPLY IMPLANT,Supply/Implant,"$5,312.00 "
6032813,GENERAL SUPPLY,Supply/Implant,$230.40 
6032814,GENERAL SUPPLY,Supply/Implant,$230.40 
6032815,GENERAL SUPPLY,Supply/Implant,$230.40 
6032816,GENERAL SUPPLY,Supply/Implant,$137.60 
6032817,SUPPLY IMPLANT,Supply/Implant,"$2,726.40 "
6032822,STERILE SUPPLY,Supply/Implant,"$1,026.56 "
6032824,STERILE SUPPLY,Supply/Implant,$415.49 
6032825,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,764.80 "
6032826,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$4,825.60 "
6032828,GUIDE WIRE,Supply/Implant,$947.20 
6032829,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,073.60 "
6032832,SUPPLY IMPLANT,Supply/Implant,"$1,809.79 "
6032836,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$3,225.60 "
6032838,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$675.33 
6032839,GENERAL SUPPLY,Supply/Implant,$355.71 
6032840,GENERAL SUPPLY,Supply/Implant,$346.62 
6032843,SUPPLY IMPLANT,Supply/Implant,"$1,011.20 "
6032849,SUPPLY IMPLANT,Supply/Implant,$272.00 
6032853,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,399.04 "
6032854,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,456.00 "
6032861,SUPPLY IMPLANT,Supply/Implant,$175.62 
6032863,SUPPLY IMPLANT,Supply/Implant,"$1,792.00 "
6032873,STERILE SUPPLY,Supply/Implant,"$1,023.36 "
6032895,STERILE SUPPLY,Supply/Implant,$216.97 
6032903,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$672.38 
6032904,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$683.26 
6032905,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$233.60 
6032909,SUPPLY IMPLANT,Supply/Implant,"$1,186.56 "
6032910,SUPPLY IMPLANT,Supply/Implant,$787.71 
6032911,SUPPLY IMPLANT,Supply/Implant,$737.79 
6032912,SUPPLY IMPLANT,Supply/Implant,$704.00 
6032916,STERILE SUPPLY,Supply/Implant,"$1,144.32 "
6032918,SUPPLY IMPLANT,Supply/Implant,"$4,185.60 "
6032924,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$270.08 
6032925,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$270.08 
6032932,STERILE SUPPLY,Supply/Implant,$428.99 
6032934,KO IMMOBILIZER CANVAS LONGIT,Supply/Implant,$670.85 
6032939,SUPPLY IMPLANT,Supply/Implant,"$6,537.60 "
6032941,SUPPLY IMPLANT,Supply/Implant,"$1,128.70 "
6032942,SUPPLY IMPLANT,Supply/Implant,$832.00 
6032944,SUPPLY IMPLANT,Supply/Implant,"$1,809.79 "
6032950,STERILE SUPPLY,Supply/Implant,"$1,732.01 "
6032951,SUPPLY IMPLANT,Supply/Implant,"$1,848.96 "
6032953,SUPPLY IMPLANT,Supply/Implant,"$1,848.96 "
6032956,STERILE SUPPLY,Supply/Implant,$429.76 
6032975,STERILE SUPPLY,Supply/Implant,$476.66 
6032976,STERILE SUPPLY,Supply/Implant,$452.86 
6032981,SUPPLY IMPLANT,Supply/Implant,$291.33 
6032982,SUPPLY IMPLANT,Supply/Implant,"$1,612.80 "
6033008,SUPPLY IMPLANT,Supply/Implant,$739.07 
6033009,CERV COL THERMPLAS FOAM 2 PI,Supply/Implant,$200.96 
6033010,CERV COL THERMPLAS FOAM 2 PI,Supply/Implant,$200.96 
6033011,CERV COL THERMPLAS FOAM 2 PI,Supply/Implant,$200.96 
6033014,GENERAL SUPPLY,Supply/Implant,$574.85 
6033015,SUPPLY IMPLANT,Supply/Implant,$832.00 
6033016,SUPPLY IMPLANT,Supply/Implant,$288.00 
6033021,GENERAL SUPPLY,Supply/Implant,$896.00 
6033023,SUPPLY IMPLANT,Supply/Implant,$243.20 
6033025,STERILE SUPPLY,Supply/Implant,$147.20 
6033026,STERILE SUPPLY,Supply/Implant,"$1,664.00 "
6033027,SUPPLY IMPLANT,Supply/Implant,$437.76 
6033031,STERILE SUPPLY,Supply/Implant,$276.35 
6033032,STERILE SUPPLY,Supply/Implant,$301.16 
6033033,SUPPLY IMPLANT,Supply/Implant,"$1,809.79 "
6033043,STERILE SUPPLY,Supply/Implant,$409.60 
6033053,SUPPLY IMPLANT,Supply/Implant,"$2,841.60 "
6033055,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,132.80 "
6033056,SUPPLY IMPLANT,Supply/Implant,"$1,082.75 "
6033063,STERILE SUPPLY,Supply/Implant,$852.56 
6033067,SUPPLY IMPLANT,Supply/Implant,$452.10 
6033070,SUPPLY IMPLANT,Supply/Implant,"$2,368.00 "
6033073,SUPPLY IMPLANT,Supply/Implant,"$1,331.20 "
6033089,SUPPLY IMPLANT,Supply/Implant,"$3,338.88 "
6033097,SUPPLY IMPLANT,Supply/Implant,"$2,841.60 "
6033103,SUPPLY IMPLANT,Supply/Implant,"$1,856.00 "
6033105,SUPPLY IMPLANT,Supply/Implant,$787.71 
6033106,SUPPLY IMPLANT,Supply/Implant,"$1,420.80 "
6033107,SUPPLY IMPLANT,Supply/Implant,"$1,420.80 "
6033108,SUPPLY IMPLANT,Supply/Implant,$787.71 
6033109,SUPPLY IMPLANT,Supply/Implant,"$3,904.00 "
6033112,SUPPLY IMPLANT,Supply/Implant,$230.40 
6033113,SUPPLY IMPLANT,Supply/Implant,"$5,080.19 "
6033116,GENERAL SUPPLY,Supply/Implant,$515.71 
6033118,SUPPLY IMPLANT,Supply/Implant,$134.40 
6033133,SUPPLY IMPLANT,Supply/Implant,$576.00 
6033138,GUIDE WIRE,Supply/Implant,$576.00 
6033139,GUIDE WIRE,Supply/Implant,$512.00 
6033140,GUIDE WIRE,Supply/Implant,$512.00 
6033146,SUPPLY IMPLANT,Supply/Implant,"$1,938.82 "
6033157,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,040.00 "
6033163,SUPPLY IMPLANT,Supply/Implant,"$19,878.40 "
6033164,SUPPLY IMPLANT,Supply/Implant,"$19,878.40 "
6033181,SUPPLY IMPLANT,Supply/Implant,"$2,560.00 "
6033185,SUPPLY IMPLANT,Supply/Implant,"$1,809.79 "
6033188,"GRAFT, VASCULAR",Supply/Implant,"$11,061.12 "
6033189,SUPPLY IMPLANT,Supply/Implant,"$55,795.20 "
6033214,SUPPLY IMPLANT,Supply/Implant,"$2,181.12 "
6033215,AQUEOUS SHUNT IMPLANT,Supply/Implant,"$10,772.48 "
6033232,SUPPLY IMPLANT,Supply/Implant,"$12,172.80 "
6033237,SUPPLY IMPLANT,Supply/Implant,"$14,374.40 "
6033240,SUPPLY IMPLANT,Supply/Implant,"$4,736.00 "
6033241,SUPPLY IMPLANT,Supply/Implant,"$4,736.00 "
6033247,SUPPLY IMPLANT,Supply/Implant,"$11,303.04 "
6033248,"GRAFT, VASCULAR",Supply/Implant,"$11,303.04 "
6033249,"GRAFT, VASCULAR",Supply/Implant,"$11,303.04 "
6033250,"GRAFT, VASCULAR",Supply/Implant,"$11,057.79 "
6033251,"GRAFT, VASCULAR",Supply/Implant,"$8,079.36 "
6033252,"GRAFT, VASCULAR",Supply/Implant,"$9,009.15 "
6033255,"GRAFT, VASCULAR",Supply/Implant,"$8,646.02 "
6033256,"GRAFT, VASCULAR",Supply/Implant,"$8,983.68 "
6033264,SUPPLY IMPLANT,Supply/Implant,"$8,669.06 "
6033266,SUPPLY IMPLANT,Supply/Implant,"$55,795.20 "
6033267,"GRAFT, VASCULAR",Supply/Implant,"$6,361.60 "
6033271,"GRAFT, VASCULAR",Supply/Implant,"$21,580.80 "
6033273,"GRAFT, VASCULAR",Supply/Implant,"$5,286.40 "
6033281,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$5,120.00 "
6033282,"ADAPT/EXT, PACING/NEURO LEAD",Supply/Implant,"$38,182.40 "
6033283,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$11,430.40 "
6033301,SUPPLY IMPLANT,Supply/Implant,"$7,232.00 "
6033302,SUPPLY IMPLANT,Supply/Implant,"$1,920.00 "
6033303,SUPPLY IMPLANT,Supply/Implant,"$3,975.04 "
6033304,SUPPLY IMPLANT,Supply/Implant,"$6,048.64 "
6033306,SUPPLY IMPLANT,Supply/Implant,"$8,396.80 "
6033307,SUPPLY IMPLANT,Supply/Implant,"$12,979.20 "
6033308,SUPPLY IMPLANT,Supply/Implant,"$1,356.67 "
6033309,SUPPLY IMPLANT,Supply/Implant,"$15,991.94 "
6033312,SUPPLY IMPLANT,Supply/Implant,"$4,338.56 "
6033314,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$9,984.00 "
6033315,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$9,984.00 "
6033320,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$9,984.00 "
6033329,"GRAFT, VASCULAR",Supply/Implant,"$20,851.20 "
6033330,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033332,"GRAFT, VASCULAR",Supply/Implant,"$17,766.40 "
6033334,SUPPLY IMPLANT,Supply/Implant,"$3,264.00 "
6033335,SUPPLY IMPLANT,Supply/Implant,"$55,795.20 "
6033357,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033358,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033364,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$427.14 
6033372,IMPLANT BREAST SILICONE/EQ,Supply/Implant,"$14,464.00 "
6033374,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$2,742.27 "
6033386,SUPPLY IMPLANT,Supply/Implant,$960.00 
6033392,SUPPLY IMPLANT,Supply/Implant,$522.50 
6033393,SUPPLY IMPLANT,Supply/Implant,"$37,854.59 "
6033407,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$1,959.55 "
6033408,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$1,959.55 "
6033412,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033426,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$35,394.05 "
6033430,SUPPLY IMPLANT,Supply/Implant,"$55,795.20 "
6033431,SUPPLY IMPLANT,Supply/Implant,"$55,795.20 "
6033432,SUPPLY IMPLANT,Supply/Implant,"$55,795.20 "
6033436,SUPPLY IMPLANT,Supply/Implant,"$1,427.97 "
6033437,SUPPLY IMPLANT,Supply/Implant,"$1,427.97 "
6033438,SUPPLY IMPLANT,Supply/Implant,"$1,316.99 "
6033448,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$3,648.00 "
6033450,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,223.62 "
6033452,SUPPLY IMPLANT,Supply/Implant,"$2,176.00 "
6033453,ALLODERM SKIN SUB,Supply/Implant,"$2,956.80 "
6033454,"GRAFT, VASCULAR",Supply/Implant,"$2,136.96 "
6033457,SUPPLY IMPLANT,Supply/Implant,"$3,829.34 "
6033464,AQUEOUS SHUNT IMPLANT,Supply/Implant,"$17,827.84 "
6033468,SUPPLY IMPLANT,Supply/Implant,"$2,377.47 "
6033469,SUPPLY IMPLANT,Supply/Implant,"$4,764.29 "
6033470,SUPPLY IMPLANT,Supply/Implant,"$1,638.02 "
6033472,SUPPLY IMPLANT,Supply/Implant,"$3,619.07 "
6033473,SUPPLY IMPLANT,Supply/Implant,"$3,619.07 "
6033474,SUPPLY IMPLANT,Supply/Implant,"$3,619.07 "
6033475,SUPPLY IMPLANT,Supply/Implant,"$5,120.00 "
6033491,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033492,SUPPLY IMPLANT,Supply/Implant,"$56,960.00 "
6033493,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033495,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033496,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033497,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033498,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033499,SUPPLY IMPLANT,Supply/Implant,"$53,760.00 "
6033508,SUPPLY IMPLANT,Supply/Implant,"$2,730.11 "
6033512,SUPPLY IMPLANT,Supply/Implant,"$3,597.70 "
6033513,SUPPLY IMPLANT,Supply/Implant,"$2,461.22 "
6033514,AQUEOUS SHUNT IMPLANT,Supply/Implant,"$17,827.84 "
6033525,SUPPLY IMPLANT,Supply/Implant,"$17,868.80 "
6033526,SUPPLY IMPLANT,Supply/Implant,"$17,868.80 "
6033527,SUPPLY IMPLANT,Supply/Implant,"$17,868.80 "
6033528,SUPPLY IMPLANT,Supply/Implant,"$17,868.80 "
6033529,SUPPLY IMPLANT,Supply/Implant,"$17,868.80 "
6033530,SUPPLY IMPLANT,Supply/Implant,"$17,868.80 "
6033531,SUPPLY IMPLANT,Supply/Implant,"$19,878.40 "
6033536,SUPPLY IMPLANT,Supply/Implant,"$17,864.70 "
6033547,SUPPLY IMPLANT,Supply/Implant,"$10,897.92 "
6033548,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$712.96 
6033551,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$898.56 
6033552,SUPPLY IMPLANT,Supply/Implant,"$5,120.00 "
6033563,SUPPLY IMPLANT,Supply/Implant,"$4,838.40 "
6033577,SUPPLY IMPLANT,Supply/Implant,"$3,829.38 "
6033578,SUPPLY IMPLANT,Supply/Implant,"$3,829.38 "
6033579,SUPPLY IMPLANT,Supply/Implant,"$3,829.38 "
6033582,SUPPLY IMPLANT,Supply/Implant,"$6,553.60 "
6033586,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$124,225.50 "
6033601,SUPPLY IMPLANT,Supply/Implant,"$1,770.11 "
6033603,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$3,793.92 "
6033604,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$17,305.60 "
6033605,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$17,305.60 "
6033606,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$17,305.60 "
6033607,"STENT, NON-COR, TEM W/O DEL",Supply/Implant,$960.00 
6033611,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$712.96 
6033612,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033613,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033614,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033615,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033616,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,198.46 "
6033617,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$5,120.00 "
6033619,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$2,742.27 "
6033620,SUPPLY IMPLANT,Supply/Implant,"$47,020.80 "
6033621,SUPPLY IMPLANT,Supply/Implant,"$47,020.80 "
6033639,SUPPLY IMPLANT,Supply/Implant,"$2,396.16 "
6033643,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,176.70 "
6033644,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,311.10 "
6033646,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$23,020.80 "
6033652,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$16,844.80 "
6033657,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$23,750.40 "
6033658,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,755.20 "
6033659,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,851.20 "
6033660,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,555.20 "
6033662,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$9,158.40 "
6033669,SUPPLY IMPLANT,Supply/Implant,"$19,619.84 "
6033672,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$2,742.27 "
6033674,SUPPLY IMPLANT,Supply/Implant,"$19,619.84 "
6033678,GUIDE WIRE,Supply/Implant,"$2,931.20 "
6033681,SUPPLY IMPLANT,Supply/Implant,"$3,619.07 "
6033688,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$8,770.30 "
6033689,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,610.43 "
6033690,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$41,822.59 "
6033693,SUPPLY IMPLANT,Supply/Implant,"$2,108.93 "
6033702,SUPPLY IMPLANT,Supply/Implant,"$7,180.80 "
6033703,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$9,012.99 "
6033704,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$9,012.99 "
6033706,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$4,090.37 "
6033707,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$4,964.48 "
6033708,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,390.34 "
6033710,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$4,381.70 "
6033712,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,031.04 "
6033714,SUPPLY IMPLANT,Supply/Implant,"$5,427.20 "
6033716,SUPPLY IMPLANT,Supply/Implant,"$11,635.20 "
6033735,SUPPLY IMPLANT,Supply/Implant,$917.63 
6033736,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$7,341.44 "
6033738,"STENT, NON-COR, TEM W/O DEL",Supply/Implant,"$2,407.17 "
6033743,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$2,364.42 "
6033745,SUPPLY IMPLANT,Supply/Implant,"$5,319.55 "
6033746,SUPPLY IMPLANT,Supply/Implant,"$40,320.00 "
6033751,"GRAFT, VASCULAR",Supply/Implant,"$4,428.80 "
6033752,SUPPLY IMPLANT,Supply/Implant,$883.20 
6033764,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,771.52 "
6033765,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$18,395.26 "
6033766,SUPPLY IMPLANT,Supply/Implant,"$18,395.26 "
6033779,"GRAFT, VASCULAR",Supply/Implant,"$6,361.60 "
6033780,SUPPLY IMPLANT,Supply/Implant,"$5,280.77 "
6033782,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,920.00 "
6033793,"INTRO/SHEATH, NON-LASER",Supply/Implant,$658.69 
6033794,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$4,411.01 "
6033796,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$102,728.96 "
6033797,STERILE SUPPLY,Supply/Implant,"$2,981.12 "
6033803,SUPPLY IMPLANT,Supply/Implant,"$5,280.77 "
6033812,"GASTRO/JEJUNO TUBE, STD",Supply/Implant,$561.02 
6033814,SUPPLY IMPLANT,Supply/Implant,"$3,417.60 "
6033816,SUPPLY IMPLANT,Supply/Implant,"$5,977.60 "
6033818,SUPPLY IMPLANT,Supply/Implant,"$12,518.40 "
6033820,SUPPLY IMPLANT,Supply/Implant,"$9,674.24 "
6033830,SUPPLY IMPLANT,Supply/Implant,"$1,771.52 "
6033831,SUPPLY IMPLANT,Supply/Implant,"$18,299.39 "
6033835,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,223.62 "
6033837,SUPPLY IMPLANT,Supply/Implant,"$3,200.00 "
6033848,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$44,592.00 "
6033853,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$4,265.98 "
6033876,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$25,689.60 "
6033877,INTERSPINOUS IMPLANT,Supply/Implant,"$15,360.00 "
6033878,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$9,012.99 "
6033890,SUPPLY IMPLANT,Supply/Implant,"$12,480.00 "
6033892,SUPPLY IMPLANT,Supply/Implant,$329.47 
6033896,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,207.62 "
6033897,SUPPLY IMPLANT,Supply/Implant,"$3,648.00 "
6033898,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,207.62 "
6033899,SUPPLY IMPLANT,Supply/Implant,"$1,389.57 "
6033900,SUPPLY IMPLANT,Supply/Implant,"$1,389.57 "
6033901,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,633.47 "
6033903,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,255.17 "
6033904,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,555.01 "
6033905,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,350.08 "
6033906,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,420.61 "
6033907,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,392.83 "
6033908,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,311.10 "
6033909,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,070.59 "
